id,first_name,last_initial,board_kind,pegs_remaining,created_at,time_ms
fbe2da90-e068-4064-8e37-9548a07577c4,Samantha,N,european,3,2026-06-10 00:49:19.497226,120000
1aa3000c-727b-4599-bf9f-ffe047c6c763,Samantha,N,european,4,2026-06-10 00:49:19.497226,120000
caea4513-cf07-474f-aa6c-51df2c9667e3,Lucas,L,european,5,2026-06-10 00:49:19.497226,120000
c0f5d56b-2d03-4956-b63c-2a770d5d122c,Hinson,C,european,3,2026-06-10 00:49:19.497226,120000
f0c390c7-4a41-4b4e-a869-0d1ccdde82c9,Hinson,C,european,2,2026-06-10 00:49:19.497226,120000
7b348899-4965-4113-a03a-b600f3cf4f4d,Miranda,C,european,6,2026-06-10 00:49:19.497226,120000
22019402-748b-4f98-9d70-150bf7cabd6d,Carolyn,Y,european,9,2026-06-10 00:49:19.497226,120000
23f4d2ab-6399-4813-89c6-e07beb075a27,Andrew,Y,european,9,2026-06-10 00:49:19.497226,120000
